0.000000,0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
-0.124110,0.056514,0.515781,0.990464,0.012612,0.137196,-0.004393,0.998186,-0.060042,-0.137704,0.058867,0.988722
-0.290465,0.148796,0.619164,0.994252,-0.014082,0.106135,0.011711,0.999668,0.022932,-0.106423,-0.021558,0.994087
-0.417427,0.354321,-0.509145,0.951215,0.019801,-0.307891,0.067585,0.960328,0.270559,0.301034,-0.278168,0.912141
-0.013542,0.016126,-0.010423,0.999915,-0.011288,-0.006541,0.011564,0.998968,0.043923,0.006038,-0.043995,0.999013
-0.022819,0.038903,-0.017564,0.999992,0.003432,-0.002174,-0.003362,0.999496,0.031577,0.002281,-0.031570,0.999499
-0.031084,0.021801,-0.027905,0.999860,0.003217,-0.016391,-0.002857,0.999754,0.021973,0.016458,-0.021923,0.999624
-0.052274,-0.014123,-0.078456,0.999584,0.002565,-0.028744,-0.001536,0.999359,0.035771,0.028817,-0.035712,0.998946
-0.306103,-0.115207,0.823600,0.954946,-0.028985,0.295362,0.081991,0.982252,-0.168695,-0.285230,0.185311,0.940374
-0.110611,-0.040949,-0.324241,0.994193,-0.021885,-0.105361,0.032705,0.994237,0.102095,0.102519,-0.104948,0.989179
-0.109450,-0.012921,-0.184204,0.997536,-0.000678,-0.070154,0.004932,0.998157,0.060484,0.069984,-0.060681,0.995701
-0.090195,-0.014671,0.235896,0.997762,0.011506,0.065873,-0.010792,0.999879,-0.011182,-0.065994,0.010446,0.997765
-0.081929,-0.037740,0.211859,0.997978,0.004511,0.063400,-0.003483,0.999861,-0.016313,-0.063465,0.016059,0.997855
-0.020252,0.014555,-0.005239,0.999990,0.004456,-0.000141,-0.004451,0.999670,0.025287,0.000254,-0.025286,0.999680
-0.039362,0.026417,-0.066226,0.999676,0.004463,-0.025075,-0.003511,0.999276,0.037881,0.025225,-0.037781,0.998968
-0.351634,0.638811,-0.814957,0.913319,0.104583,-0.393586,0.007154,0.962193,0.272273,0.407181,-0.251488,0.878042
-0.350965,0.640073,-0.814386,0.913224,0.105904,-0.393453,0.005196,0.962526,0.271140,0.407424,-0.249656,0.878452
-0.350237,0.638880,-0.809298,0.913918,0.105891,-0.391843,0.004658,0.962572,0.270987,0.405872,-0.249485,0.879219
-0.351917,0.640084,-0.814187,0.912991,0.107641,-0.393523,0.003845,0.962253,0.272128,0.407961,-0.249963,0.878115
-0.351747,0.637105,-0.812341,0.912823,0.106309,-0.394274,0.003882,0.963215,0.268702,0.408336,-0.246808,0.878833
-0.347717,0.638341,-0.810669,0.912919,0.107014,-0.393862,0.003963,0.962644,0.270741,0.408122,-0.248725,0.878392
-0.352124,0.641438,-0.814166,0.912454,0.108202,-0.394613,0.004500,0.961691,0.274099,0.409154,-0.251879,0.877012
-0.352483,0.640447,-0.813853,0.913186,0.108510,-0.392832,0.002356,0.962481,0.271339,0.407536,-0.248709,0.878668
-0.352593,0.645220,-0.813834,0.912536,0.109250,-0.394134,0.003446,0.961576,0.274518,0.408981,-0.251866,0.877097
-0.356840,0.642349,-0.813163,0.912400,0.107803,-0.394847,0.004155,0.962202,0.272305,0.409278,-0.250092,0.877465
-0.354687,0.641995,-0.815675,0.911339,0.108882,-0.396997,0.003751,0.962150,0.272494,0.411640,-0.249823,0.876436
-0.350008,0.635838,-0.810553,0.912637,0.109209,-0.393912,0.000813,0.963164,0.268913,0.408770,-0.245740,0.878931
-0.350653,0.638842,-0.814329,0.911920,0.109030,-0.395619,0.004270,0.961485,0.274823,0.410346,-0.252305,0.876332
-0.352730,0.637084,-0.810676,0.911921,0.109832,-0.395394,0.002854,0.961797,0.273749,0.410355,-0.250767,0.876770
-0.350631,0.640079,-0.810540,0.911258,0.107999,-0.397422,0.005658,0.961629,0.274296,0.411797,-0.252203,0.875681
-0.348947,0.637571,-0.814351,0.913193,0.106536,-0.393355,0.004863,0.962308,0.271919,0.407498,-0.250227,0.878255
-0.352991,0.638899,-0.815846,0.912463,0.108212,-0.394589,0.004047,0.961958,0.273166,0.409138,-0.250851,0.877314
-0.353018,0.639876,-0.815173,0.912692,0.108183,-0.394069,0.002986,0.962530,0.271158,0.408638,-0.248660,0.878170
-0.357941,0.640168,-0.809706,0.911723,0.109724,-0.395880,0.003744,0.961411,0.275091,0.410787,-0.252288,0.876130
-0.352599,0.642883,-0.812040,0.911935,0.110888,-0.395067,0.002440,0.961311,0.275455,0.410327,-0.252161,0.876383
-0.357321,0.638462,-0.814993,0.912450,0.108535,-0.394532,0.002591,0.962630,0.270808,0.409180,-0.248121,0.878070
-0.351569,0.638644,-0.811920,0.911660,0.109865,-0.395987,0.001888,0.962470,0.271381,0.410941,-0.248154,0.877238
-0.351296,0.637838,-0.813708,0.912110,0.110658,-0.394727,-0.000302,0.963060,0.269287,0.409945,-0.245500,0.878450
-0.353320,0.641352,-0.815877,0.911918,0.107960,-0.395917,0.004914,0.961832,0.273596,0.410343,-0.251443,0.876581
-0.352884,0.639071,-0.812470,0.912519,0.110237,-0.393899,0.001725,0.961953,0.273210,0.409030,-0.249988,0.877610
-0.354235,0.638589,-0.816848,0.913381,0.102046,-0.394109,0.007489,0.963699,0.266886,0.407037,-0.246720,0.879460
-0.350990,0.638374,-0.816205,0.912877,0.107777,-0.393749,0.003179,0.962614,0.270858,0.408221,-0.248512,0.878406
-0.351444,0.638068,-0.811849,0.912594,0.108265,-0.394271,0.003068,0.962464,0.271390,0.408854,-0.248879,0.878008
-0.355261,0.642503,-0.816183,0.912690,0.107850,-0.394165,0.002779,0.962885,0.269897,0.408644,-0.247428,0.878516
-0.355401,0.640777,-0.813112,0.911709,0.108564,-0.396232,0.004804,0.961571,0.274515,0.410808,-0.252182,0.876151
-0.353429,0.639970,-0.811856,0.911823,0.108733,-0.395924,0.003154,0.962413,0.271572,0.410572,-0.248875,0.877207
-0.352248,0.640744,-0.814134,0.912655,0.109244,-0.393860,0.002312,0.962225,0.272245,0.408723,-0.249377,0.877927
-0.352599,0.642841,-0.814206,0.912559,0.108738,-0.394223,0.003653,0.961795,0.273747,0.408929,-0.251250,0.877297
-0.351878,0.635512,-0.809503,0.911568,0.107660,-0.396803,0.003961,0.962764,0.270315,0.411129,-0.247983,0.877198
-0.352509,0.638312,-0.813245,0.912625,0.109095,-0.393973,0.002251,0.962377,0.271707,0.408792,-0.248854,0.878044
-0.353321,0.640012,-0.812113,0.913049,0.109047,-0.393001,0.001079,0.962945,0.269697,0.407848,-0.246670,0.879098
-0.349389,0.636297,-0.813246,0.912598,0.101973,-0.395937,0.008287,0.963585,0.267272,0.408774,-0.247193,0.878521
-0.352863,0.639423,-0.813417,0.912096,0.108594,-0.395332,0.002598,0.962732,0.270446,0.409968,-0.247699,0.877822
-0.347539,0.636233,-0.808138,0.912399,0.106903,-0.395094,0.004881,0.962379,0.271668,0.409272,-0.249799,0.877552
-0.351788,0.642789,-0.810915,0.911800,0.110066,-0.395608,0.003464,0.961312,0.275441,0.410619,-0.252518,0.876143
-0.353263,0.639245,-0.813034,0.912379,0.108360,-0.394744,0.001986,0.963144,0.268980,0.409342,-0.246196,0.878537
-0.351007,0.638700,-0.814098,0.912283,0.109534,-0.394641,0.001961,0.962395,0.271647,0.409555,-0.248593,0.877762
-0.350491,0.637127,-0.811669,0.912331,0.109251,-0.394609,0.002683,0.962130,0.272578,0.409445,-0.249740,0.877488
-0.350200,0.634963,-0.812161,0.912216,0.108637,-0.395044,0.002506,0.962708,0.270530,0.409701,-0.247772,0.877926
-0.351961,0.641541,-0.813240,0.912303,0.111164,-0.394140,0.001833,0.961334,0.275379,0.409512,-0.251952,0.876824
-0.350382,0.634452,-0.811446,0.912751,0.105978,-0.394531,0.005484,0.962498,0.271232,0.408480,-0.249731,0.877940
-0.348835,0.635352,-0.812483,0.913458,0.105841,-0.392928,0.004918,0.962641,0.270737,0.406903,-0.249239,0.878811
-0.350815,0.636673,-0.809930,0.912593,0.106617,-0.394725,0.004582,0.962676,0.270616,0.408844,-0.248770,0.878043
-0.349582,0.638870,-0.809854,0.913040,0.108767,-0.393099,0.002859,0.962057,0.272832,0.407859,-0.250230,0.878086
-0.354116,0.632809,-0.811279,0.913025,0.102863,-0.394720,0.007239,0.963443,0.267817,0.407839,-0.247381,0.878903
-0.353051,0.638061,-0.808218,0.912153,0.107748,-0.395432,0.003953,0.962466,0.271372,0.409830,-0.249095,0.877491
-0.353251,0.638632,-0.812150,0.912491,0.108430,-0.394465,0.002392,0.962805,0.270188,0.409089,-0.247488,0.878291
-0.353863,0.637674,-0.811404,0.911516,0.108429,-0.396713,0.002962,0.962863,0.269974,0.411253,-0.247261,0.877344
-0.351850,0.641204,-0.811911,0.911892,0.109442,-0.395570,0.003723,0.961548,0.274613,0.410413,-0.251890,0.876420
-0.353642,0.643592,-0.811987,0.911608,0.109735,-0.396142,0.003796,0.961421,0.275056,0.411042,-0.252247,0.876023
-0.350330,0.641833,-0.813168,0.912900,0.109590,-0.393197,0.002710,0.961636,0.274314,0.408174,-0.251487,0.877581
-0.354422,0.642381,-0.810462,0.912309,0.109158,-0.394686,0.002961,0.962034,0.272914,0.409492,-0.250150,0.877349
-0.356951,0.642448,-0.810081,0.912046,0.109591,-0.395172,0.002155,0.962336,0.271854,0.410081,-0.248795,0.877459
-0.351791,0.636568,-0.815757,0.912543,0.108945,-0.394202,0.003010,0.962053,0.272847,0.408969,-0.250171,0.877587
-0.350573,0.637265,-0.810044,0.911636,0.109626,-0.396109,0.003419,0.961715,0.274029,0.410985,-0.251169,0.876359
-0.348594,0.638160,-0.810516,0.911925,0.110864,-0.395098,0.001526,0.961892,0.273426,0.410355,-0.249947,0.877004
-0.352746,0.640936,-0.809651,0.911944,0.109521,-0.395429,0.002131,0.962442,0.271479,0.410310,-0.248416,0.877459
-0.352904,0.640168,-0.811116,0.911465,0.109914,-0.396422,0.003975,0.961247,0.275660,0.411358,-0.252831,0.875706
-0.352299,0.639801,-0.810580,0.911850,0.108195,-0.396009,0.005737,0.961192,0.275820,0.410484,-0.253778,0.875842
-0.353860,0.641434,-0.813463,0.912154,0.107895,-0.395391,0.005024,0.961710,0.274024,0.409817,-0.251939,0.876685
-0.349598,0.637974,-0.811559,0.911892,0.108462,-0.395840,0.004284,0.961882,0.273431,0.410408,-0.251035,0.876668
-0.354904,0.640487,-0.815244,0.911925,0.108481,-0.395758,0.003722,0.962198,0.272325,0.410339,-0.249813,0.877049
-0.351594,0.639571,-0.813026,0.912029,0.108754,-0.395443,0.004657,0.961393,0.275141,0.410099,-0.252778,0.876312
-0.349628,0.639679,-0.811941,0.912058,0.107177,-0.395807,0.005322,0.962064,0.272772,0.410027,-0.250891,0.876887
-0.346934,0.637930,-0.811339,0.911409,0.110543,-0.396376,0.003079,0.961384,0.275195,0.411491,-0.252036,0.875873
-0.345909,0.634114,-0.813435,0.912149,0.108024,-0.395366,0.005275,0.961468,0.274867,0.409824,-0.252805,0.876432
-0.342255,0.630740,-0.818112,0.913263,0.106327,-0.393249,0.004857,0.962426,0.271501,0.407341,-0.249862,0.878432
-0.341731,0.632240,-0.822409,0.912538,0.105451,-0.395163,0.007534,0.961691,0.274031,0.408922,-0.253041,0.876786
-0.338885,0.630243,-0.818206,0.913706,0.103743,-0.392911,0.007570,0.962352,0.271701,0.406306,-0.251229,0.878521
-0.332728,0.627008,-0.822969,0.913239,0.101249,-0.394643,0.010646,0.962368,0.271540,0.407285,-0.252182,0.877794
-0.332485,0.626252,-0.819878,0.913253,0.099688,-0.395008,0.012388,0.962356,0.271510,0.407204,-0.252850,0.877639
-0.334001,0.625373,-0.820922,0.913950,0.101530,-0.392921,0.009368,0.962663,0.270542,0.405718,-0.250943,0.878874
-0.335792,0.629496,-0.823617,0.913384,0.101019,-0.394367,0.011759,0.961772,0.273598,0.406930,-0.254538,0.877279
-0.333053,0.626179,-0.824632,0.912762,0.099186,-0.396268,0.012750,0.962684,0.270329,0.408293,-0.251798,0.877436
-0.335352,0.625577,-0.831608,0.913256,0.092843,-0.396667,0.018976,0.962934,0.269071,0.406945,-0.253257,0.877642
-0.328053,0.614886,-0.826188,0.912831,0.083584,-0.399691,0.025827,0.965048,0.260796,0.407519,-0.248386,0.878767
-0.328686,0.615048,-0.818443,0.912788,0.076498,-0.401206,0.034898,0.964104,0.263222,0.406940,-0.254267,0.877353
-0.330166,0.616718,-0.820954,0.911318,0.069855,-0.405733,0.042063,0.964545,0.260544,0.409549,-0.254504,0.876069
-0.326185,0.612220,-0.817750,0.912323,0.062453,-0.404680,0.049253,0.964387,0.259869,0.406497,-0.257016,0.876757
-0.335142,0.611587,-0.818281,0.910975,0.053666,-0.408954,0.056979,0.965619,0.253640,0.408506,-0.254362,0.876597
-0.341522,0.610074,-0.822952,0.911623,0.044969,-0.408561,0.065595,0.965342,0.252613,0.405760,-0.257087,0.877077
-0.337345,0.603459,-0.822017,0.909632,0.032702,-0.414126,0.077320,0.966148,0.246128,0.408155,-0.255906,0.876311
-0.342770,0.599068,-0.827197,0.908212,0.013814,-0.418283,0.094204,0.967059,0.236481,0.407771,-0.254178,0.876993
-0.341403,0.594733,-0.829320,0.908223,0.002695,-0.418478,0.102280,0.968224,0.228214,0.405795,-0.250071,0.879087
-0.347123,0.592141,-0.828228,0.905250,-0.013377,-0.424670,0.120281,0.966686,0.225946,0.407500,-0.255617,0.876700
-0.349088,0.590225,-0.830609,0.902920,-0.028310,-0.428875,0.134860,0.966098,0.220152,0.408103,-0.256618,0.876127
-0.345027,0.579242,-0.825649,0.900929,-0.045004,-0.431626,0.151561,0.964609,0.215775,0.406640,-0.259815,0.875865
-0.345322,0.575445,-0.825890,0.898539,-0.057953,-0.435050,0.163409,0.964152,0.209065,0.407338,-0.258944,0.875798
-0.349961,0.575812,-0.833880,0.896774,-0.070863,-0.436778,0.176920,0.962181,0.207139,0.405581,-0.263031,0.875396
-0.345838,0.565284,-0.838248,0.892779,-0.086221,-0.442167,0.193035,0.960058,0.202550,0.407042,-0.266186,0.873763
-0.348459,0.566063,-0.832355,0.889895,-0.096553,-0.445831,0.203663,0.958622,0.198911,0.408177,-0.267809,0.872737
-0.340600,0.561270,-0.840860,0.889372,-0.109190,-0.443954,0.213575,0.957817,0.192280,0.404231,-0.265826,0.875176
-0.342321,0.550352,-0.839047,0.885494,-0.124961,-0.447533,0.228323,0.955873,0.184863,0.404684,-0.265878,0.874951
-0.347464,0.553091,-0.846477,0.886283,-0.133610,-0.443453,0.237309,0.953251,0.187075,0.397727,-0.271037,0.876557
-0.344770,0.542153,-0.845152,0.882718,-0.143381,-0.447494,0.242694,0.954575,0.172877,0.402379,-0.261206,0.877418
-0.339795,0.529598,-0.850429,0.877494,-0.156066,-0.453484,0.258087,0.950645,0.172236,0.404222,-0.268174,0.874464
-0.341695,0.529917,-0.849882,0.873888,-0.165092,-0.457235,0.267482,0.948682,0.168688,0.405922,-0.269717,0.873201
-0.338356,0.526935,-0.845005,0.870757,-0.177080,-0.458721,0.280507,0.945102,0.167628,0.403854,-0.274637,0.872626
-0.341037,0.523512,-0.835578,0.868230,-0.192539,-0.457280,0.291146,0.943985,0.155327,0.401759,-0.267994,0.875653
-0.340602,0.518665,-0.846322,0.862413,-0.207514,-0.461717,0.306915,0.939693,0.150932,0.402551,-0.271874,0.874092
-0.347186,0.510966,-0.854629,0.860463,-0.214213,-0.462295,0.313628,0.937746,0.149230,0.401548,-0.273395,0.874079
-0.332262,0.500560,-0.838778,0.857466,-0.226281,-0.462114,0.321666,0.936716,0.138183,0.401601,-0.267134,0.875988
-0.339309,0.491821,-0.850523,0.850407,-0.240786,-0.467793,0.337838,0.931518,0.134682,0.403328,-0.272572,0.873516
